104642.0,91333.0,71616.0,71092.0,24.097944673768342,252.0,1.0,2.0
22472.0,19787.0,11273.0,11261.0,18.67526773569793,0.0,1.0,6.0
17913.0,26316.0,13446.0,12693.0,24.248228028043616,168.0,1.0,0.0
120027.0,112711.0,95042.0,94960.0,19.73555642742307,0.0,1.0,6.0
39009.0,43085.0,17469.0,17464.0,17.565724792902795,84.0,1.0,3.0
67984.0,55663.0,34001.0,33826.0,18.508232965358957,84.0,1.0,3.0
3484.0,3562.0,3019.0,3018.0,18.71642827838688,0.0,1.0,1.0
73700.0,67922.0,54805.0,49141.0,18.723940223681552,0.0,1.0,2.0
6905.0,7040.0,5990.0,5971.0,8.524321820532117,84.0,1.0,2.0
87027.0,95620.0,62525.0,60960.0,11.321646854587897,252.0,1.0,4.0
10948.0,14788.0,6973.0,6784.0,18.113142673208312,84.0,1.0,3.0
38642.0,34292.0,25427.0,25280.0,17.668165227323406,0.0,1.0,2.0
11095.0,8165.0,1901.0,1899.0,17.170332335164627,168.0,1.0,6.0
32173.0,37845.0,28216.0,22808.0,11.04677554764285,252.0,1.0,3.0
139701.0,131039.0,98189.0,98031.0,24.256281402968593,0.0,1.0,6.0
90931.0,75881.0,55174.0,55119.0,17.38106908392001,84.0,1.0,2.0
63204.0,80131.0,36176.0,31613.0,16.94729882606665,168.0,1.0,6.0
14680.0,9464.0,2106.0,2102.0,16.96434680440128,84.0,1.0,3.0
104582.0,101833.0,50395.0,50105.0,24.39037976334112,168.0,1.0,6.0
60623.0,47431.0,30464.0,30159.0,24.6400651886313,252.0,1.0,2.0
12676.0,25329.0,9751.0,9521.0,17.320282546771573,84.0,1.0,5.0
44531.0,46464.0,29183.0,28571.0,16.808898313095956,84.0,1.0,4.0
2445.0,2721.0,2310.0,2302.0,19.266226926930972,0.0,1.0,5.0
90746.0,79143.0,67293.0,63512.0,9.606313028420425,84.0,1.0,2.0
73786.0,65954.0,37354.0,35494.0,18.023638991613208,168.0,1.0,6.0
134003.0,120066.0,107897.0,107460.0,24.26481506214296,84.0,1.0,2.0
